
Train,11050,AHMEDABAD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
12,UBL,HUBLI JN,1,15:00:00,15:15:00,15,471,1,
13,DWR,DHARWAR,1,15:34:00,15:35:00,1,491,1,
14,LWR,ALNAVAR JN,1,16:19:00,16:20:00,1,528,1,
15,LD,LONDA JN,1,16:58:00,17:00:00,2,562,1,
16,BGM,BELGAUM,1,18:03:00,18:05:00,2,613,1,
17,GPB,GHATPRABHA,1,18:54:00,18:55:00,1,671,1,
18,KUD,KUDACHI,1,19:39:00,19:40:00,1,717,1,
19,MRJ,MIRAJ JN,1,20:45:00,20:50:00,5,750,1,
20,SLI,SANGLI,1,21:02:00,21:05:00,3,757,1,
21,KRD,KARAD,1,22:05:00,22:08:00,3,825,1,
22,STR,SATARA,1,23:05:00,23:08:00,3,884,1,
23,PUNE,PUNE JN,1,02:10:00,02:20:00,10,1029,2,
24,LNL,LONAVALA,1,03:24:00,03:25:00,1,1093,2,
25,KYN,KALYAN JN,1,04:50:00,04:55:00,5,1167,2,
26,DR,DADAR,1,05:50:00,Destination,0,1212,2,


Train,11051,SUR KOP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SUR,SOLAPUR JN,1,Source,23:35:00,0,0,1,
2,KWV,KURDUVADI,1,01:00:00,01:02:00,2,79,2,
3,MLB,MODNIMB,1,01:38:00,01:40:00,2,101,2,
4,PVR,PANDHARPUR,1,02:00:00,02:05:00,5,132,2,
5,SGLA,SANGOLA,1,02:33:00,02:35:00,2,161,2,
6,DLGN,DHALGAON,1,03:18:00,03:20:00,2,207,2,
7,MRJ,MIRAJ JN,1,04:55:00,05:10:00,15,268,2,
8,KOP,C SHAHUMHARAJ T,1,06:20:00,Destination,0,315,2,


Train,11064,SA CHENNAI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SA,SALEM JN,1,Source,21:00:00,0,0,1,
2,SXT,SALEM TOWN,1,21:11:00,21:12:00,1,7,1,
3,APN,AYODHYAPATTANAM,1,21:21:00,21:22:00,1,15,1,
4,VGE,VALAPPADI G HLT,1,21:39:00,21:40:00,1,34,1,
5,ETP,ETTAPUR ROAD,1,21:49:00,21:50:00,1,41,1,
6,ATU,ATTUR,1,22:09:00,22:10:00,1,57,1,
7,CHSM,CHINNA SALEM,1,22:34:00,22:35:00,1,88,1,
8,VRI,VRIDHACHALAM JN,1,23:55:00,00:05:00,10,140,2,
9,VM,VILLUPURAM JN,1,01:00:00,01:10:00,10,194,2,
10,TMV,TINDIVANAM,1,01:53:00,01:55:00,2,232,2,
11,MLMR,MELMARUVATTUR,1,02:23:00,02:25:00,2,262,2,
12,CGL,CHENGALPATTU,1,03:08:00,03:10:00,2,297,2,
13,TBM,TAMBARAM,1,03:39:00,03:40:00,1,328,2,
14,MS,CHENNAI EGMORE,1,04:40:00,Destination,0,353,2,


Train,11067,SAKET EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,05:20:00,0,0,1,
2,TNA,THANE,1,05:38:00,05:40:00,2,18,1,
3,KYN,KALYAN JN,1,06:05:00,06:10:00,5,38,1,
4,IGP,IGATPURI,1,07:50:00,07:55:00,5,121,1,
5,NK,NASIK ROAD,1,08:40:00,08:45:00,5,172,1,
6,MMR,MANMAD JN,1,09:35:00,09:40:00,5,245,1,
7,BSL,BHUSAVAL JN,1,11:50:00,12:00:00,10,429,1,
8,BAU,BURHANPUR,1,12:43:00,12:45:00,2,483,1,
9,KNW,KHANDWA,1,14:30:00,14:35:00,5,552,1,
10,ET,ITARSI JN,1,17:00:00,17:10:00,10,736,1,
11,PPI,PIPARIYA,1,18:03:00,18:05:00,2,803,1,
12,NU,NARSINGHPUR,1,19:10:00,19:12:00,2,897,1,
13,JBP,JABALPUR,1,20:40:00,20:50:00,10,981,1,
14,KTE,KATNI,1,22:05:00,22:10:00,5,1072,1,
15,STA,SATNA,1,00:01:00,00:10:00,9,1170,2,
16,MKP,MANIKPUR JN,1,01:40:00,01:45:00,5,1247,2,
17,ALD,ALLAHABAD JN,1,03:50:00,04:15:00,1,1348,2,
18,PBH,PARTAPGARH JN,1,05:55:00,06:13:00,18,1407,2,
19,SLN,SULTANPUR,1,07:40:00,07:45:00,5,1446,2,
20,FD,FAIZABAD JN,1,09:25:00,00:00:00,0,1505,2,
21,,,,00:00:00,00:00:00,0,,0,
22,PBH,PARTAPGARH JN,2,05:55:00,06:40:00,21,1407,2,
23,AME,AMETHI,2,07:16:00,07:18:00,2,1442,2,
24,RBL,RAE BARELI JN,2,08:20:00,Destination,0,1502,2,


Train,11068,SAKET EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,FD,FAIZABAD JN,1,Source,15:35:00,0,0,1,
2,SLN,SULTANPUR,1,16:57:00,17:02:00,5,59,1,
3,PBH,PARTAPGARH JN,1,18:10:00,18:35:00,1,98,1,
4,ALD,ALLAHABAD JN,1,20:35:00,21:00:00,1,157,1,
5,MKP,MANIKPUR JN,1,22:55:00,23:00:00,5,258,1,
6,STA,SATNA,1,00:15:00,00:25:00,10,335,2,
7,KTE,KATNI,1,01:35:00,01:40:00,5,433,2,
8,JBP,JABALPUR,1,02:55:00,03:05:00,10,524,2,
9,NU,NARSINGHPUR,1,04:10:00,04:12:00,2,608,2,
10,PPI,PIPARIYA,1,05:43:00,05:45:00,2,702,2,
11,ET,ITARSI JN,1,07:50:00,08:00:00,10,769,2,
12,KNW,KHANDWA,1,11:25:00,11:30:00,5,953,2,
13,BAU,BURHANPUR,1,12:23:00,12:25:00,2,1022,2,
14,BSL,BHUSAVAL JN,1,13:25:00,13:35:00,10,1076,2,
15,MMR,MANMAD JN,1,15:55:00,16:00:00,5,1261,2,
16,NK,NASIK ROAD,1,16:58:00,17:00:00,2,1333,2,
17,IGP,IGATPURI,1,18:33:00,18:35:00,2,1384,2,
18,KYN,KALYAN JN,1,20:30:00,20:35:00,5,1468,2,
19,TNA,THANE,1,20:58:00,21:00:00,2,1488,2,
20,LTT,LOKMANYATILAK T,1,21:40:00,Destination,0,1505,2,


Train,7301,TALGUPPA EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MYS,MYSORE JN,1,Source,22:30:00,0,0,1,
2,KRNR,KRISHNARAJNAGAR,1,23:04:00,23:05:00,1,35,1,
3,MGF,MANDAGERE,1,23:34:00,23:35:00,1,70,1,
4,HLN,HOLE NARSIPUR,1,23:54:00,23:55:00,1,89,1,
5,HAS,HASSAN,1,00:33:00,00:35:00,2,121,2,
6,ASK,ARSIKERE JN,1,01:45:00,01:50:00,5,168,2,
7,RRB,BIRUR JN,1,03:23:00,03:25:00,2,213,2,
8,TKE,TARIKERE JN,1,03:51:00,03:52:00,1,237,2,
9,BDVT,BHADRAVATI,1,04:19:00,04:20:00,1,257,2,
10,SME,SHIMOGA,1,04:34:00,04:35:00,1,274,2,
11,SMET,SHIMOGA TOWN,1,04:55:00,05:00:00,5,276,2,
12,ANF,ANANDAPURAM,1,06:04:00,06:05:00,1,331,2,
13,SRF,SAGAR JAMBAGARU,1,06:44:00,06:45:00,1,357,2,
14,TLGP,TALGUPPA,1,07:15:00,Destination,0,373,2,


Train,11021,TIRUNELVELI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,DR,DADAR,1,Source,21:30:00,0,0,1,
2,KYN,KALYAN JN,1,22:06:00,22:10:00,4,45,1,
3,KJT,KARJAT,1,22:53:00,22:55:00,2,91,1,
4,LNL,LONAVALA,1,23:53:00,23:55:00,2,119,1,
5,PUNE,PUNE JN,1,01:00:00,01:10:00,10,183,2,
6,STR,SATARA,1,03:57:00,04:00:00,3,328,2,
7,KRD,KARAD,1,04:52:00,04:55:00,3,387,2,
8,TKR,TAKARI,1,05:18:00,05:20:00,2,414,2,
9,SLI,SANGLI,1,06:12:00,06:15:00,3,455,2,
10,MRJ,MIRAJ JN,1,06:50:00,06:55:00,5,462,2,
11,KUD,KUDACHI,1,07:23:00,07:25:00,2,495,2,
12,GPB,GHATPRABHA,1,08:00:00,08:02:00,2,542,2,
13,BGM,BELGAUM,1,09:03:00,09:05:00,2,600,2,
14,LD,LONDA JN,1,09:58:00,10:00:00,2,651,2,
15,LWR,ALNAVAR JN,1,10:38:00,10:40:00,2,684,2,
16,DWR,DHARWAR,1,11:25:00,11:27:00,2,721,2,
17,UBL,HUBLI JN,1,12:30:00,12:40:00,10,741,2,
18,HVR,HAVERI,1,13:50:00,13:52:00,2,816,2,
19,RNR,RANIBENNUR,1,14:22:00,14:24:00,2,849,2,
20,HRR,HARIHAR,1,14:48:00,14:50:00,2,871,2,
21,DVG,DAVANGERE,1,15:07:00,15:10:00,3,885,2,
22,RRB,BIRUR JN,1,16:58:00,17:00:00,2,999,2,
23,DRU,KADUR,1,17:08:00,17:10:00,2,1005,2,
24,ASK,ARSIKERE JN,1,17:55:00,18:00:00,5,1045,2,
25,TTR,TIPTUR,1,18:26:00,18:28:00,2,1070,2,
26,TK,TUMKUR,1,19:28:00,19:30:00,2,1141,2,
27,YPR,YESVANTPUR JN,1,20:50:00,22:00:00,22,1205,2,
28,BAND,BANASWADI,1,22:19:00,22:21:00,2,1219,2,
29,HSRA,HOSUR,1,22:58:00,23:00:00,2,1271,2,
30,DPJ,DHARMAPURI,1,00:28:00,00:30:00,2,1363,3,
31,SA,SALEM JN,1,02:55:00,03:00:00,5,1429,3,
32,ED,ERODE JN,1,04:15:00,04:25:00,10,1492,3,
33,KRR,KARUR,1,05:27:00,05:30:00,3,1557,3,
34,DG,DINDIGUL JN,1,07:00:00,07:05:00,5,1631,3,
35,MDU,MADURAI JN,1,08:05:00,08:10:00,5,1697,3,
36,VPT,VIRUDUNAGAR JN,1,09:10:00,09:12:00,2,1740,3,
37,SRT,SATUR,1,09:33:00,09:35:00,2,1767,3,
38,CVP,KOVILPATTI,1,10:03:00,10:05:00,2,1788,3,
39,MEJ,VANCHIMANIYACHI,1,10:45:00,10:46:00,1,1825,3,
40,TEN,TIRUNELVELI,1,11:45:00,Destination,0,1854,3,


Train,11069,TULSI EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,05:20:00,0,0,1,
2,TNA,THANE,1,05:38:00,05:40:00,2,18,1,
3,KYN,KALYAN JN,1,06:05:00,06:10:00,5,38,1,
4,IGP,IGATPURI,1,07:50:00,07:55:00,5,121,1,
5,NK,NASIK ROAD,1,08:40:00,08:45:00,5,172,1,
6,MMR,MANMAD JN,1,09:35:00,09:40:00,5,245,1,
7,BSL,BHUSAVAL JN,1,11:50:00,12:00:00,10,429,1,
8,BAU,BURHANPUR,1,12:43:00,12:45:00,2,483,1,
9,KNW,KHANDWA,1,14:30:00,14:35:00,5,552,1,
10,HD,HARDA,1,15:33:00,15:35:00,2,660,1,
11,TBN,TIMARNI,1,15:51:00,15:53:00,2,674,1,
12,ET,ITARSI JN,1,16:45:00,16:55:00,10,736,1,
13,HBJ,HABIBGANJ,1,18:15:00,18:17:00,2,821,1,
14,BPL,BHOPAL JN,1,18:40:00,18:45:00,5,827,1,
15,BINA,BINA JN,1,21:35:00,21:40:00,5,966,1,
16,LAR,LALITPUR,1,22:31:00,22:33:00,2,1028,1,
17,JHS,JHANSI JN,1,00:05:00,00:30:00,1,1118,2,
18,MRPR,MAU RANIPUR,1,01:30:00,01:32:00,2,1182,2,
19,HPP,HARPALPUR,1,01:56:00,01:58:00,2,1203,2,
20,MBA,MAHOBA,1,02:51:00,02:53:00,2,1256,2,
21,BNDA,BANDA JN,1,04:10:00,04:20:00,10,1310,2,
22,ATE,ATARRA,1,04:53:00,04:55:00,2,1342,2,
23,CKTD,CHITRAKOT,1,05:27:00,05:29:00,2,1379,2,
24,MKP,MANIKPUR JN,1,06:45:00,06:50:00,5,1410,2,
25,ALD,ALLAHABAD JN,1,08:50:00,Destination,0,1510,2,


Train,11070,TULSI EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,ALD,ALLAHABAD JN,1,Source,16:15:00,0,0,1,
2,MKP,MANIKPUR JN,1,17:55:00,18:00:00,5,101,1,
3,CKTD,CHITRAKOT,1,18:29:00,18:31:00,2,132,1,
4,ATE,ATARRA,1,18:56:00,18:58:00,2,169,1,
5,BNDA,BANDA JN,1,19:45:00,19:55:00,10,201,1,
6,MBA,MAHOBA,1,20:43:00,20:45:00,2,254,1,
7,HPP,HARPALPUR,1,21:28:00,21:30:00,2,307,1,
8,MRPR,MAU RANIPUR,1,21:58:00,22:00:00,2,329,1,
9,JHS,JHANSI JN,1,00:10:00,00:25:00,15,392,2,
10,LAR,LALITPUR,1,01:32:00,01:34:00,2,482,2,
11,BINA,BINA JN,1,02:40:00,02:45:00,5,545,2,
12,BPL,BHOPAL JN,1,04:50:00,04:55:00,5,683,2,
13,HBJ,HABIBGANJ,1,05:05:00,05:07:00,2,689,2,
14,ET,ITARSI JN,1,07:50:00,08:00:00,10,775,2,
15,TBN,TIMARNI,1,08:41:00,08:43:00,2,836,2,
16,HD,HARDA,1,09:02:00,09:04:00,2,850,2,
17,KNW,KHANDWA,1,11:25:00,11:30:00,5,958,2,
18,BAU,BURHANPUR,1,12:23:00,12:25:00,2,1027,2,
19,BSL,BHUSAVAL JN,1,13:25:00,13:35:00,10,1082,2,
20,MMR,MANMAD JN,1,15:55:00,16:00:00,5,1266,2,
21,NK,NASIK ROAD,1,16:58:00,17:00:00,2,1339,2,
22,IGP,IGATPURI,1,18:33:00,18:35:00,2,1390,2,
23,KYN,KALYAN JN,1,20:30:00,20:35:00,5,1473,2,
24,TNA,THANE,1,20:58:00,21:00:00,2,1493,2,
25,LTT,LOKMANYATILAK T,1,21:40:00,Destination,0,1511,2,


Train,12279,TAJ EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JHS,JHANSI JN,1,Source,15:20:00,0,0,1,
2,DAA,DATIA,1,15:40:00,15:42:00,2,25,1,
3,DBA,DABRA,1,16:05:00,16:07:00,2,56,1,
4,GWL,GWALIOR,1,16:45:00,16:50:00,5,98,1,
5,MRA,MORENA,1,17:15:00,17:17:00,2,136,1,
6,DHO,DHAULPUR,1,17:40:00,17:42:00,2,164,1,
7,AGC,AGRA CANTT,1,18:47:00,18:55:00,8,216,1,
8,RKM,RAJA KI MANDI,1,19:02:00,19:04:00,2,220,1,
9,MTJ,MATHURA JN,1,19:41:00,19:46:00,5,270,1,
10,FDB,FARIDABAD,1,21:29:00,21:31:00,2,382,1,
11,NZM,H NIZAMUDDIN,1,22:00:00,Destination,0,403,1,


Train,12280,TAJ EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,NZM,H NIZAMUDDIN,1,Source,07:10:00,0,0,1,
2,FDB,FARIDABAD,1,07:28:00,07:30:00,2,21,1,
3,MTJ,MATHURA JN,1,08:55:00,08:58:00,3,134,1,
4,RKM,RAJA KI MANDI,1,09:40:00,09:42:00,2,184,1,
5,AGC,AGRA CANTT,1,10:05:00,10:13:00,8,188,1,
6,DHO,DHAULPUR,1,10:48:00,10:50:00,2,240,1,
7,MRA,MORENA,1,11:13:00,11:15:00,2,268,1,
8,GWL,GWALIOR,1,11:55:00,12:00:00,5,306,1,
9,DBA,DABRA,1,12:33:00,12:35:00,2,348,1,
10,DAA,DATIA,1,13:11:00,13:13:00,2,379,1,
11,JHS,JHANSI JN,1,14:00:00,Destination,0,403,1,


Train,12543,TIRUPATHI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CITY JUNCTION,1,Source,07:40:00,0,0,1,
2,BNC,BANGALORE CANTT.,1,07:50:00,07:52:00,2,5,1,
3,KJM,KRISHNARAJAPURAM,1,08:03:00,08:05:00,2,14,1,
4,BWT,BANGARAPET JUNCTION,1,09:03:00,09:05:00,2,70.2,1,
5,KPD,KATPADI JUNCTION,1,11:20:00,11:22:00,2,229,1,
6,CTO,CHITTOOR,1,11:56:00,11:57:00,1,262,1,
7,PAK,PAKALA JUNCTION,1,12:31:00,12:32:00,1,292,1,
8,TPTY,TIRUPATI MAIN,1,13:40:00,Destination,0,333.4,1,


Train,12613,TIPPU EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MYS,MYSORE JN,1,Source,11:00:00,0,0,1,
2,MYA,MANDYA,1,11:38:00,11:40:00,2,45,1,
3,SBC,BANGALORE CY JN,1,13:30:00,Destination,0,139,1,


Train,12614,TIPPU EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,15:00:00,0,0,1,
2,MYA,MANDYA,1,16:24:00,16:25:00,1,94,1,
3,MYS,MYSORE JN,1,17:30:00,Destination,0,139,1,


Train,12621,TAMIL NADU EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAS,CHENNAI CENTRAL,1,Source,22:00:00,0,0,1,
2,BZA,VIJAYAWADA JN,1,04:10:00,04:20:00,10,431,2,
3,WL,WARANGAL,1,07:03:00,07:05:00,2,639,2,
4,BPQ,BALHARSHAH,1,11:00:00,11:10:00,10,881,2,
5,NGP,NAGPUR,1,14:10:00,14:20:00,10,1093,2,
6,ET,ITARSI JN,1,18:40:00,18:43:00,3,1390,2,
7,BPL,BHOPAL JN,1,20:15:00,20:20:00,5,1481,2,
8,JHS,JHANSI JN,1,00:16:00,00:24:00,8,1772,3,
9,GWL,GWALIOR,1,01:37:00,01:40:00,3,1869,3,
10,AGC,AGRA CANTT,1,03:50:00,03:53:00,3,1988,3,
11,NZM,H NIZAMUDDIN,1,06:37:00,06:39:00,2,2175,3,
12,NDLS,NEW DELHI,1,07:00:00,Destination,0,2182,3,


Train,12622,TAMIL NADU EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,NDLS,NEW DELHI,1,Source,22:30:00,0,0,1,
2,AGC,AGRA CANTT,1,01:07:00,01:10:00,3,195,2,
3,GWL,GWALIOR,1,02:30:00,02:33:00,3,313,2,
4,JHS,JHANSI JN,1,04:00:00,04:08:00,8,410,2,
5,BPL,BHOPAL JN,1,07:50:00,08:00:00,10,701,2,
6,ET,ITARSI JN,1,09:40:00,09:45:00,5,793,2,
7,NGP,NAGPUR,1,14:15:00,14:30:00,15,1090,2,
8,BPQ,BALHARSHAH,1,17:25:00,17:35:00,10,1301,2,
9,WL,WARANGAL,1,20:48:00,20:50:00,2,1545,2,
10,BZA,VIJAYAWADA JN,1,00:15:00,00:25:00,10,1754,3,
11,MAS,CHENNAI CENTRAL,1,07:15:00,Destination,0,2184,3,


Train,12623,TRIVANDRUM MAIL,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAS,CHENNAI CENTRAL,1,Source,19:45:00,0,0,1,
2,KPD,KATPADI JN,1,21:28:00,21:30:00,2,130,1,
3,SA,SALEM JN,1,00:07:00,00:10:00,3,334,2,
4,ED,ERODE JN,1,01:05:00,01:10:00,5,396,2,
5,CBE,COIMBATORE JN,1,02:45:00,02:50:00,5,497,2,
6,PGT,PALAKKAD,1,04:10:00,04:15:00,5,551,2,
7,TCR,THRISUR,1,05:18:00,05:21:00,3,628,2,
8,AFK,ANGAMALI,1,06:03:00,06:05:00,2,674,2,
9,AWY,ALUVA,1,06:15:00,06:17:00,2,683,2,
10,ERN,ERNAKULAM TOWN,1,06:50:00,06:55:00,5,700,2,
11,TRTR,TRIUPUNITTURA,1,07:08:00,07:10:00,2,712,2,
12,KTYM,KOTTAYAM,1,07:55:00,08:00:00,5,762,2,
13,CGY,CHANGANASERI,1,08:18:00,08:20:00,2,780,2,
14,TRVL,TIRUVALLA,1,08:28:00,08:30:00,2,788,2,
15,CNGR,CHENGANNUR,1,08:38:00,08:40:00,2,797,2,
16,MVLK,MAVELIKARA,1,08:51:00,08:53:00,2,809,2,
17,KYJ,KAYANKULAM JN,1,09:03:00,09:05:00,2,817,2,
18,QLN,KOLLAM JN,1,09:55:00,10:00:00,5,858,2,
19,VAK,VARKALASIVAGIRI,1,10:20:00,10:22:00,2,881,2,
20,TVP,TRIVANDRUM PETT,1,10:58:00,11:00:00,2,920,2,
21,TVC,TRIVANDRUM CNTL,1,11:45:00,Destination,0,922,2,


Train,6948,UBL VSG LINK EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,UBL,HUBLI JN,1,Source,23:00:00,0,0,1,
2,DWR,DHARWAR,1,23:21:00,23:22:00,1,21,1,
3,LWR,ALNAVAR JN,1,23:54:00,23:55:00,1,57,1,
4,LD,LONDA JN,1,00:50:00,02:15:00,13,91,2,
5,CLR,CASTLE ROCK,1,03:05:00,03:10:00,5,115,2,
6,QLM,KULEM,1,04:35:00,04:40:00,5,174,2,
7,SVM,SANVERDAM CHUCH,1,05:04:00,05:05:00,1,193,2,
8,MAO,MADGAON,1,05:40:00,05:45:00,5,208,2,
9,VSG,VASCO DA GAMA,1,06:30:00,Destination,0,236,2,


Train,11048,UBL MRJ EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,UBL,HUBLI JN,1,Source,23:00:00,0,0,1,
2,DWR,DHARWAR,1,23:20:00,23:22:00,2,21,1,
3,LWR,ALNAVAR JN,1,23:54:00,23:55:00,1,57,1,
4,LD,LONDA JN,1,00:55:00,01:00:00,5,91,2,
5,BGM,BELGAUM,1,02:05:00,02:10:00,5,142,2,
6,GPB,GHATPRABHA,1,03:09:00,03:10:00,1,200,2,
7,RBG,RAYBAG,1,03:44:00,03:45:00,1,229,2,
8,CNC,CHINCHLI,1,03:51:00,03:52:00,1,240,2,
9,KUD,KUDACHI,1,03:59:00,04:00:00,1,246,2,
10,UGR,UGAR KHURD,1,04:09:00,04:10:00,1,253,2,
11,SED,SHEDBAL,1,04:19:00,04:20:00,1,262,2,
12,MRJ,MIRAJ JN,1,05:15:00,Destination,0,279,2,


Train,11301,UDYAN EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CSTM,MUMBAI CST,1,Source,08:05:00,0,0,1,
2,DR,DADAR,1,08:18:00,08:20:00,2,9,1,
3,KYN,KALYAN JN,1,08:58:00,09:00:00,2,54,1,
4,LNL,LONAVALA,1,10:33:00,10:35:00,2,128,1,
5,PUNE,PUNE JN,1,11:40:00,11:45:00,5,192,1,
6,URI,URULI,1,12:14:00,12:15:00,1,221,1,
7,DD,DAUND JN,1,13:00:00,13:10:00,10,268,1,
8,KWV,KURDUVADI,1,14:58:00,15:00:00,2,377,1,
9,SUR,SOLAPUR JN,1,16:05:00,16:15:00,10,455,1,
10,AKOR,AKALKOT ROAD,1,16:48:00,16:50:00,2,491,1,
11,DUD,DUDHANI,1,17:13:00,17:15:00,2,519,1,
12,GUR,GANAGAPUR ROAD,1,17:43:00,17:45:00,2,542,1,
13,GR,GULBARGA,1,18:43:00,18:44:00,1,568,1,
14,SDB,SHAHABAD,1,19:03:00,19:05:00,2,595,1,
15,WADI,WADI,1,19:50:00,19:55:00,5,605,1,
16,NW,NALWAR,1,20:08:00,20:10:00,2,619,1,
17,YG,YADGIR,1,20:29:00,20:31:00,2,644,1,
18,SADP,SAIDAPUR,1,20:51:00,20:53:00,2,667,1,
19,KSN,KRISHNA,1,21:09:00,21:11:00,2,687,1,
20,RC,RAICHUR,1,21:43:00,21:45:00,2,713,1,
21,MALM,MANTHRALAYAM RD,1,22:18:00,22:20:00,2,741,1,
22,AD,ADONI,1,22:58:00,23:00:00,2,782,1,
23,GTL,GUNTAKAL JN,1,00:05:00,00:10:00,5,833,2,
24,GY,GOOTY,1,00:53:00,00:55:00,2,862,2,
25,ATP,ANANTAPUR,1,02:38:00,02:40:00,2,919,2,
26,DMM,DHARMAVARAM JN,1,04:10:00,04:15:00,5,953,2,
27,SSPN,SAI P NILAYAM,1,04:45:00,04:47:00,2,986,2,
28,PKD,PENUKONDA,1,05:07:00,05:09:00,2,1006,2,
29,HUP,HINDUPUR,1,05:48:00,05:50:00,2,1043,2,
30,GBD,GAURIBIDANUR,1,06:18:00,06:20:00,2,1066,2,
31,DBU,DODBALLAPUR,1,07:01:00,07:03:00,2,1106,2,
32,YNK,YELHANKA JN,1,07:23:00,07:25:00,2,1126,2,
33,BNCE,BANGALORE EAST,1,08:03:00,08:05:00,2,1146,2,
34,BNC,BANGALORE CANT,1,08:10:00,08:15:00,5,1149,2,
35,SBC,BANGALORE CY JN,1,08:50:00,Destination,0,1153,2,


Train,11302,UDYAN EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,20:00:00,0,0,1,
2,BNC,BANGALORE CANT,1,20:10:00,20:12:00,2,5,1,
3,YNK,YELHANKA JN,1,20:38:00,20:40:00,2,27,1,
4,DBU,DODBALLAPUR,1,21:09:00,21:10:00,1,48,1,
5,GBD,GAURIBIDANUR,1,21:48:00,21:50:00,2,87,1,
6,HUP,HINDUPUR,1,22:28:00,22:30:00,2,111,1,
7,PKD,PENUKONDA,1,22:54:00,22:55:00,1,148,1,
8,SSPN,SAI P NILAYAM,1,23:15:00,23:17:00,2,168,1,
9,DMM,DHARMAVARAM JN,1,00:20:00,00:25:00,5,201,2,
10,ATP,ANANTAPUR,1,01:09:00,01:10:00,1,235,2,
11,GY,GOOTY,1,02:49:00,02:50:00,1,292,2,
12,GTL,GUNTAKAL JN,1,03:15:00,03:20:00,5,320,2,
13,AD,ADONI,1,04:09:00,04:10:00,1,372,2,
14,MALM,MANTHRALAYAM RD,1,04:38:00,04:40:00,2,413,2,
15,RC,RAICHUR,1,05:38:00,05:40:00,2,441,2,
16,KSN,KRISHNA,1,05:59:00,06:00:00,1,466,2,
17,SADP,SAIDAPUR,1,06:18:00,06:20:00,2,487,2,
18,YG,YADGIR,1,06:35:00,06:37:00,2,510,2,
19,NW,NALWAR,1,06:59:00,07:00:00,1,535,2,
20,WADI,WADI,1,07:55:00,08:00:00,5,549,2,
21,SDB,SHAHABAD,1,08:12:00,08:13:00,1,559,2,
22,GR,GULBARGA,1,08:47:00,08:50:00,3,585,2,
23,GUR,GANAGAPUR ROAD,1,09:14:00,09:15:00,1,612,2,
24,DUD,DUDHANI,1,09:39:00,09:40:00,1,635,2,
25,AKOR,AKALKOT ROAD,1,10:09:00,10:10:00,1,663,2,
26,SUR,SOLAPUR JN,1,11:10:00,11:20:00,10,698,2,
27,KWV,KURDUVADI,1,12:23:00,12:25:00,2,777,2,
28,DD,DAUND JN,1,14:20:00,14:25:00,5,886,2,
29,PUNE,PUNE JN,1,15:50:00,15:55:00,5,962,2,
30,LNL,LONAVALA,1,17:04:00,17:05:00,1,1025,2,
