
Train,2864,YPR HWH PREMIUM,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,


Train,11005,PUDUCHERRY EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
Train,12539,YPR LUCKNOW EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,YPR,YESVANTPUR JN,1,Source,10:50:00,0,0,1,
2,BWT,BANGARAPET,1,12:11:00,12:13:00,2,79,1,
3,JTJ,JOLARPETTAI,1,13:18:00,13:20:00,2,157,1,
4,KPD,KATPADI JN,1,14:25:00,14:30:00,5,241,1,
5,RU,RENIGUNTA JN,1,16:55:00,17:05:00,10,374,1,
6,BZA,VIJAYAWADA JN,1,22:55:00,23:05:00,10,750,1,
7,WL,WARANGAL,1,01:53:00,01:55:00,2,958,2,
8,BPQ,BALHARSHAH,1,06:00:00,06:10:00,10,1201,2,
9,NGP,NAGPUR,1,10:20:00,10:30:00,10,1412,2,
10,ET,ITARSI JN,1,15:40:00,15:50:00,10,1709,2,
11,JBP,JABALPUR,1,19:05:00,19:15:00,10,1954,2,
12,STA,SATNA,1,21:50:00,22:00:00,10,2143,2,
13,MKP,MANIKPUR JN,1,00:15:00,00:17:00,2,2220,3,
14,ALD,ALLAHABAD JN,1,02:15:00,02:40:00,1,2321,3,
15,PBH,PARTAPGARH JN,1,04:15:00,04:17:00,2,2380,3,
16,AME,AMETHI,1,04:48:00,04:50:00,2,2415,3,
17,RBL,RAE BARELI JN,1,06:00:00,06:05:00,5,2475,3,
18,LKO,LUCKNOW NR,1,08:50:00,Destination,0,2553,3,


Train,12601,MANGALORE MAIL,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAS,CHENNAI CENTRAL,1,Source,20:25:00,0,0,1,
2,TRL,TIRUVALLUR,1,20:59:00,21:00:00,1,42,1,
3,AJJ,ARAKKONAM,1,21:23:00,21:25:00,2,69,1,
4,WJR,WALAJAH ROAD JN,1,21:54:00,21:55:00,1,105,1,
5,KPD,KATPADI JN,1,22:23:00,22:25:00,2,130,1,
6,JTJ,JOLARPETTAI,1,23:30:00,23:32:00,2,214,1,
7,SA,SALEM JN,1,01:00:00,01:05:00,5,334,2,
8,ED,ERODE JN,1,02:00:00,02:05:00,5,396,2,
9,TUP,TIRUPPUR,1,02:48:00,02:50:00,2,446,2,
10,PTJ,PODANUR JN,1,03:44:00,03:45:00,1,490,2,
11,PGT,PALAKKAD,1,04:45:00,04:50:00,5,538,2,
12,OTP,OTTAPPALAM,1,05:14:00,05:15:00,1,570,2,
13,SRR,SHORANUR JN,1,05:45:00,05:55:00,10,583,2,
14,PTB,PATTAMBI,1,06:09:00,06:10:00,1,594,2,
15,KTU,KUTTIPPURAM,1,06:29:00,06:30:00,1,613,2,
16,TIR,TIRUR,1,06:46:00,06:48:00,2,628,2,
17,TA,TANUR,1,06:55:00,06:57:00,2,635,2,
18,PGI,PARPANANGADI,1,07:03:00,07:05:00,2,644,2,
19,FK,FEROK,1,07:20:00,07:22:00,2,659,2,
20,CLT,KOZHIKODE,1,07:50:00,07:55:00,5,668,2,
21,QLD,QUILANDI,1,08:16:00,08:18:00,2,693,2,
22,BDJ,VADAKARA,1,08:35:00,08:37:00,2,715,2,
23,MAHE,MAHE,1,08:46:00,08:48:00,2,728,2,
24,TLY,THALASSERY,1,08:57:00,08:59:00,2,737,2,
25,CAN,KANNUR,1,09:35:00,09:40:00,5,758,2,
26,PAZ,PAYANGADI,1,09:59:00,10:00:00,1,780,2,
27,PAY,PAYYANUR,1,10:11:00,10:12:00,1,791,2,
28,CHV,CHARVATTUR,1,10:24:00,10:25:00,1,806,2,
29,KZE,KANHANGAD,1,10:44:00,10:45:00,1,820,2,
30,KGQ,KASARAGOD,1,11:04:00,11:05:00,1,843,2,
31,MAQ,MANGALORE CNTL,1,12:20:00,Destination,0,889,2,


Train,12602,CHENNAI MAIL,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAQ,MANGALORE CNTL,1,Source,13:15:00,0,0,1,
2,MJS,MANJESHWAR,1,13:39:00,13:40:00,1,17,1,
3,KGQ,KASARAGOD,1,14:04:00,14:05:00,1,46,1,
4,KZE,KANHANGAD,1,14:24:00,14:25:00,1,69,1,
5,CHV,CHARVATTUR,1,14:39:00,14:40:00,1,84,1,
6,PAY,PAYYANUR,1,14:52:00,14:53:00,1,98,1,
7,PAZ,PAYANGADI,1,15:01:00,15:02:00,1,110,1,
8,CAN,KANNUR,1,15:35:00,15:40:00,5,132,1,
9,TLY,THALASSERY,1,15:59:00,16:00:00,1,153,1,
10,MAHE,MAHE,1,16:09:00,16:10:00,1,162,1,
11,BDJ,VADAKARA,1,16:19:00,16:20:00,1,175,1,
12,QLD,QUILANDI,1,16:39:00,16:40:00,0,197,1,
13,CLT,KOZHIKODE,1,17:15:00,17:20:00,5,221,1,
14,FK,FEROK,1,17:34:00,17:35:00,1,231,1,
15,PGI,PARPANANGADI,1,17:50:00,17:51:00,1,246,1,
16,TA,TANUR,1,17:59:00,18:00:00,1,254,1,
17,TIR,TIRUR,1,18:09:00,18:10:00,1,262,1,
18,KTU,KUTTIPPURAM,1,18:29:00,18:30:00,1,277,1,
19,PTB,PATTAMBI,1,18:44:00,18:45:00,1,296,1,
20,SRR,SHORANUR JN,1,19:25:00,19:35:00,10,307,1,
21,OTP,OTTAPPALAM,1,19:48:00,19:50:00,2,320,1,
22,PGT,PALAKKAD,1,20:25:00,20:30:00,5,351,1,
23,PTJ,PODANUR JN,1,21:39:00,21:40:00,1,400,1,
24,TUP,TIRUPPUR,1,22:18:00,22:20:00,2,443,1,
25,ED,ERODE JN,1,23:05:00,23:10:00,5,493,1,
26,SA,SALEM JN,1,00:05:00,00:10:00,5,556,2,
27,JTJ,JOLARPETTAI,1,01:53:00,01:55:00,2,676,2,
28,KPD,KATPADI JN,1,03:00:00,03:05:00,5,760,2,
29,WJR,WALAJAH ROAD JN,1,03:29:00,03:30:00,1,784,2,
30,AJJ,ARAKKONAM,1,04:03:00,04:05:00,2,820,2,
31,TRL,TIRUVALLUR,1,04:24:00,04:25:00,1,847,2,
32,PER,PERAMBUR,1,04:49:00,04:50:00,1,883,2,
33,MAS,CHENNAI CENTRAL,1,05:25:00,Destination,0,889,2,


Train,12608,LALBAGH EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,06:30:00,0,0,1,
2,BNC,BANGALORE CANT,1,06:40:00,06:42:00,2,5,1,
3,KJM,KRISHNARAJAPURM,1,06:51:00,06:53:00,2,15,1,
4,BWT,BANGARAPET,1,07:33:00,07:35:00,2,71,1,
5,KPN,KUPPAM,1,08:01:00,08:03:00,2,105,1,
6,JTJ,JOLARPETTAI,1,08:44:00,08:45:00,1,149,1,
7,AB,AMBUR,1,09:08:00,09:10:00,2,180,1,
8,KPD,KATPADI JN,1,09:48:00,09:50:00,2,232,1,
9,WJR,WALAJAH ROAD JN,1,10:08:00,10:10:00,2,257,1,
10,SHU,SHOLINGHUR,1,10:18:00,10:20:00,2,272,1,
11,AJJ,ARAKKONAM,1,10:43:00,10:45:00,2,293,1,
12,PER,PERAMBUR,1,11:33:00,11:35:00,2,356,1,
13,MAS,CHENNAI CENTRAL,1,12:15:00,Destination,0,362,1,


Train,12610,CHENNAI EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,08:00:00,0,0,1,
2,BNC,BANGALORE CANT,1,08:10:00,08:12:00,2,5,1,
3,KJM,KRISHNARAJAPURM,1,08:22:00,08:24:00,2,15,1,
4,WFD,WHITEFIELD,1,08:33:00,08:35:00,2,24,1,
5,MLO,MALUR,1,08:51:00,08:53:00,2,44,1,
6,BWT,BANGARAPET,1,09:18:00,09:20:00,2,71,1,
7,KPN,KUPPAM,1,09:46:00,09:48:00,2,105,1,
8,JTJ,JOLARPETTAI,1,10:28:00,10:30:00,2,149,1,
9,VN,VANIYAMBADI,1,10:43:00,10:45:00,2,164,1,
10,AB,AMBUR,1,10:58:00,11:00:00,2,180,1,
11,GYM,GUDIYATTAM,1,11:23:00,11:25:00,2,208,1,
12,KPD,KATPADI JN,1,11:48:00,11:50:00,2,232,1,
13,MCN,MUKUNDARAYAPURM,1,12:08:00,12:10:00,2,249,1,
14,WJR,WALAJAH ROAD JN,1,12:18:00,12:20:00,2,257,1,
15,SHU,SHOLINGHUR,1,12:33:00,12:35:00,2,272,1,
16,AJJ,ARAKKONAM,1,12:58:00,13:00:00,2,293,1,
17,TRL,TIRUVALLUR,1,13:23:00,13:25:00,2,320,1,
18,PER,PERAMBUR,1,13:53:00,13:55:00,2,356,1,
19,MAS,CHENNAI CENTRAL,1,14:30:00,Destination,0,362,1,


Train,12615,GRAND TRUNK EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAS,CHENNAI CENTRAL,1,Source,19:15:00,0,0,1,
2,GDR,GUDUR JN,1,21:30:00,21:32:00,2,138,1,
3,NLR,NELLORE,1,21:57:00,21:58:00,1,176,1,
4,OGL,ONGOLE,1,23:24:00,23:25:00,1,292,1,
5,CLX,CHIRALA,1,00:01:00,00:02:00,1,342,2,
6,BPP,BAPATLA,1,00:12:00,00:13:00,1,357,2,
7,TEL,TENALI JN,1,00:44:00,00:45:00,1,399,2,
8,BZA,VIJAYAWADA JN,1,01:55:00,02:05:00,10,431,2,
9,KMT,KHAMMAM,1,03:18:00,03:20:00,2,532,2,
10,WL,WARANGAL,1,04:58:00,05:00:00,2,639,2,
11,RDM,RAMAGUNDAM,1,06:19:00,06:20:00,1,740,2,
12,MCI,MANCHIRYAL,1,06:33:00,06:34:00,1,754,2,
13,SKZR,SIRPUR KAGAZNGR,1,07:24:00,07:25:00,1,812,2,
14,BPQ,BALHARSHAH,1,08:45:00,08:55:00,10,881,2,
15,CD,CHANDRAPUR,1,09:14:00,09:15:00,1,895,2,
16,HGT,HINGANGHAT,1,10:17:00,10:18:00,1,979,2,
17,SEGM,SEVAGRAM,1,10:59:00,11:00:00,1,1016,2,
18,NGP,NAGPUR,1,12:15:00,12:25:00,10,1093,2,
19,NRKR,NARKHER,1,13:30:00,13:31:00,1,1178,2,
20,PAR,PANDHURNA,1,13:49:00,13:50:00,1,1196,2,
21,AMLA,AMLA JN,1,14:55:00,14:57:00,2,1260,2,
22,BZU,BETUL,1,15:16:00,15:17:00,1,1283,2,
23,GDYA,GHORADONGRI,1,15:58:00,15:59:00,1,1319,2,
24,ET,ITARSI JN,1,17:15:00,17:20:00,5,1390,2,
25,HBD,HOSHANGABAD,1,17:39:00,17:40:00,1,1407,2,
26,HBJ,HABIBGANJ,1,18:46:00,18:47:00,1,1475,2,
27,BPL,BHOPAL JN,1,19:25:00,19:30:00,5,1481,2,
28,BHS,VIDISHA,1,20:08:00,20:09:00,1,1535,2,
29,BAQ,GANJ BASODA,1,20:40:00,20:42:00,2,1574,2,
30,BINA,BINA JN,1,21:20:00,21:25:00,5,1620,2,
31,JHS,JHANSI JN,1,23:30:00,23:38:00,8,1772,2,
32,GWL,GWALIOR,1,00:51:00,00:56:00,5,1869,3,
33,MRA,MORENA,1,01:22:00,01:23:00,1,1908,3,
34,DHO,DHAULPUR,1,01:47:00,01:48:00,1,1935,3,
35,AGC,AGRA CANTT,1,02:45:00,02:50:00,5,1988,3,
36,RKM,RAJA KI MANDI,1,02:58:00,02:59:00,1,1992,3,
37,MTJ,MATHURA JN,1,03:45:00,03:50:00,5,2042,3,
38,FDB,FARIDABAD,1,05:20:00,05:21:00,1,2154,3,
39,NZM,H NIZAMUDDIN,1,05:57:00,05:59:00,2,2175,3,
40,NDLS,NEW DELHI,1,06:20:00,Destination,0,2182,3,


Train,12617,MANGALA LDWEEP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,ERS,ERNAKULAM JN,1,Source,10:45:00,0,0,1,
2,AWY,ALUVA,1,11:07:00,11:09:00,2,20,1,
3,TCR,THRISUR,1,12:00:00,12:03:00,3,75,1,
4,SRR,SHORANUR JN,1,13:00:00,13:05:00,5,107,1,
5,PTB,PATTAMBI,1,13:18:00,13:20:00,2,119,1,
6,KTU,KUTTIPPURAM,1,13:36:00,13:38:00,2,137,1,
7,TIR,TIRUR,1,13:55:00,14:00:00,5,152,1,
8,PGI,PARPANANGADI,1,14:18:00,14:20:00,2,168,1,
9,FK,FEROK,1,14:33:00,14:35:00,2,184,1,
10,CLT,KOZHIKODE,1,15:00:00,15:05:00,5,193,1,
11,QLD,QUILANDI,1,15:28:00,15:30:00,2,218,1,
12,BDJ,VADAKARA,1,15:48:00,15:50:00,2,240,1,
13,TLY,THALASSERY,1,16:08:00,16:10:00,2,262,1,
14,CAN,KANNUR,1,16:50:00,16:55:00,5,283,1,
15,PAZ,PAYANGADI,1,17:13:00,17:15:00,2,304,1,
16,PAY,PAYYANUR,1,17:23:00,17:25:00,2,316,1,
17,NLE,NILESHWAR,1,17:43:00,17:45:00,2,336,1,
18,KZE,KANHANGAD,1,17:53:00,17:55:00,2,345,1,
19,KGQ,KASARAGOD,1,18:23:00,18:25:00,2,368,1,
20,MAJN,MANGALORE JN,1,19:40:00,19:50:00,10,419,1,
21,UD,UDUPI,1,21:06:00,21:08:00,2,501,1,
22,KUDA,KUNDAPURA,1,21:34:00,21:36:00,2,545,1,
23,BTJL,BHATKAL,1,22:22:00,22:24:00,2,614,1,
24,KAWR,KARWAR,1,00:05:00,00:07:00,2,768,2,
25,MAO,MADGAON,1,01:25:00,01:35:00,10,850,2,
26,THVM,THIVIM,1,02:08:00,02:10:00,2,914,2,
27,KKW,KANKAVALI,1,03:32:00,03:34:00,2,1028,2,
28,RN,RATNAGIRI,1,06:05:00,06:10:00,5,1184,2,
29,CHI,CHIPLUN,1,07:50:00,08:00:00,10,1290,2,
30,PNVL,PANVEL,1,12:55:00,13:00:00,5,1547,2,
31,KYN,KALYAN JN,1,13:40:00,13:45:00,5,1583,2,
32,IGP,IGATPURI,1,15:50:00,15:55:00,5,1666,2,
33,NK,NASIK ROAD,1,16:35:00,16:40:00,5,1717,2,
34,MMR,MANMAD JN,1,17:37:00,17:40:00,3,1790,2,
35,BSL,BHUSAVAL JN,1,19:50:00,20:05:00,15,1974,2,
36,BAU,BURHANPUR,1,20:48:00,20:50:00,2,2029,2,
37,KNW,KHANDWA,1,22:35:00,22:40:00,5,2098,2,
38,ET,ITARSI JN,1,00:50:00,01:00:00,10,2281,3,
39,BPL,BHOPAL JN,1,02:40:00,02:45:00,5,2373,3,
40,BINA,BINA JN,1,04:40:00,04:45:00,5,2511,3,
41,JHS,JHANSI JN,1,06:45:00,06:55:00,10,2664,3,
42,GWL,GWALIOR,1,08:10:00,08:15:00,5,2761,3,
43,MRA,MORENA,1,08:42:00,08:44:00,2,2799,3,
44,AGC,AGRA CANTT,1,10:10:00,10:18:00,8,2879,3,
45,MTJ,MATHURA JN,1,11:05:00,11:08:00,3,2933,3,
46,FDB,FARIDABAD,1,12:39:00,12:41:00,2,3045,3,
47,NZM,H NIZAMUDDIN,1,13:15:00,Destination,0,3066,3,


Train,12618,MNGLA LKSDP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,NZM,H NIZAMUDDIN,1,Source,09:20:00,0,0,1,
2,FDB,FARIDABAD,1,09:40:00,09:42:00,2,21,1,
3,MTJ,MATHURA JN,1,11:10:00,11:13:00,3,134,1,
4,AGC,AGRA CANTT,1,12:20:00,12:25:00,5,188,1,
5,MRA,MORENA,1,13:18:00,13:20:00,2,268,1,
6,GWL,GWALIOR,1,13:55:00,14:00:00,5,306,1,
7,JHS,JHANSI JN,1,15:30:00,15:38:00,8,403,1,
8,BINA,BINA JN,1,17:35:00,17:40:00,5,556,1,
9,BPL,BHOPAL JN,1,19:35:00,19:45:00,10,694,1,
10,ET,ITARSI JN,1,21:35:00,21:45:00,10,786,1,
11,KNW,KHANDWA,1,00:10:00,00:15:00,5,969,2,
12,BAU,BURHANPUR,1,01:08:00,01:10:00,2,1038,2,
13,BSL,BHUSAVAL JN,1,01:55:00,02:05:00,10,1093,2,
14,MMR,MANMAD JN,1,04:22:00,04:25:00,3,1277,2,
15,NK,NASIK ROAD,1,05:15:00,05:20:00,5,1350,2,
16,IGP,IGATPURI,1,06:40:00,06:45:00,5,1400,2,
17,KYN,KALYAN JN,1,08:32:00,08:35:00,3,1484,2,
18,PNVL,PANVEL,1,09:25:00,09:30:00,5,1520,2,
19,CHI,CHIPLUN,1,13:00:00,13:10:00,10,1776,2,
20,RN,RATNAGIRI,1,15:40:00,15:45:00,5,1882,2,
21,KKW,KANKAVALI,1,17:44:00,17:46:00,2,2038,2,
22,THVM,THIVIM,1,19:10:00,19:12:00,2,2152,2,
23,MAO,MADGAON,1,20:30:00,20:40:00,10,2217,2,
24,KAWR,KARWAR,1,21:36:00,21:38:00,2,2299,2,
25,BTJL,BHATKAL,1,23:40:00,23:42:00,2,2452,2,
26,KUDA,KUNDAPURA,1,00:34:00,00:36:00,2,2521,3,
27,UD,UDUPI,1,00:56:00,00:58:00,2,2566,3,
28,MAJN,MANGALORE JN,1,02:20:00,02:30:00,10,2647,3,
29,KGQ,KASARAGOD,1,03:13:00,03:15:00,2,2699,3,
30,KZE,KANHANGAD,1,03:33:00,03:35:00,2,2722,3,
31,NLE,NILESHWAR,1,03:43:00,03:45:00,2,2731,3,
32,PAY,PAYYANUR,1,04:08:00,04:10:00,2,2751,3,
33,PAZ,PAYANGADI,1,04:18:00,04:20:00,2,2762,3,
34,CAN,KANNUR,1,05:05:00,05:10:00,5,2784,3,
35,TLY,THALASSERY,1,05:30:00,05:32:00,2,2805,3,
36,BDJ,VADAKARA,1,05:50:00,05:52:00,2,2827,3,
37,QLD,QUILANDI,1,06:08:00,06:10:00,2,2849,3,
38,CLT,KOZHIKODE,1,06:45:00,06:50:00,5,2873,3,
39,FK,FEROK,1,07:03:00,07:05:00,2,2883,3,
40,PGI,PARPANANGADI,1,07:18:00,07:20:00,2,2898,3,
41,TIR,TIRUR,1,07:38:00,07:40:00,2,2914,3,
42,KTU,KUTTIPPURAM,1,07:58:00,08:00:00,2,2929,3,
43,PTB,PATTAMBI,1,08:13:00,08:15:00,2,2948,3,
44,SRR,SHORANUR JN,1,08:40:00,08:45:00,5,2959,3,
45,TCR,THRISUR,1,09:17:00,09:20:00,3,2992,3,
46,AWY,ALUVA,1,10:10:00,10:12:00,2,3047,3,
47,ERS,ERNAKULAM JN,1,11:20:00,Destination,0,3066,3,


Train,12620,MATSYAGANDA EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAQ,MANGALORE CNTL,1,Source,12:50:00,0,0,1,
2,SL,SURATHKAL,1,13:34:00,13:36:00,2,29,1,
3,MULK,MULKI,1,13:48:00,13:50:00,2,41,1,
4,UD,UDUPI,1,14:20:00,14:22:00,2,87,1,
5,BKJ,BARKUR,1,14:38:00,14:40:00,2,110,1,
6,KUDA,KUNDAPURA,1,14:52:00,14:54:00,2,132,1,
7,BYNR,MOOKAMBIKA ROAD,1,15:25:00,15:27:00,2,179,1,
8,BTJL,BHATKAL,1,15:44:00,15:46:00,2,201,1,
9,MRDW,MURDESHWAR,1,16:00:00,16:02:00,2,222,1,
10,HNA,HONNAVAR,1,16:26:00,16:28:00,2,258,1,
11,KT,KUMTA,1,16:40:00,16:42:00,2,278,1,
12,GOK,GOKARNA ROAD,1,16:58:00,17:00:00,2,304,1,
13,ANKL,ANKOLA,1,17:10:00,17:12:00,2,315,1,
14,KAWR,KARWAR,1,17:45:00,17:47:00,2,355,1,
15,CNO,CANCONA,1,18:12:00,18:14:00,2,391,1,
16,MAO,MADGAON,1,19:05:00,19:15:00,10,437,1,
17,KUDL,KUDAL,1,20:52:00,20:54:00,2,576,1,
18,RN,RATNAGIRI,1,23:10:00,23:15:00,5,771,1,
19,CHI,CHIPLUN,1,00:54:00,00:56:00,2,877,2,
20,PNVL,PANVEL,1,05:10:00,05:15:00,5,1133,2,
21,TNA,THANE,1,05:53:00,05:55:00,2,1168,2,
22,LTT,LOKMANYATILAK T,1,06:35:00,Destination,0,1186,2,


Train,12621,TAMIL NADU EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAS,CHENNAI CENTRAL,1,Source,22:00:00,0,0,1,
2,BZA,VIJAYAWADA JN,1,04:10:00,04:20:00,10,431,2,
3,WL,WARANGAL,1,07:03:00,07:05:00,2,639,2,
4,BPQ,BALHARSHAH,1,11:00:00,11:10:00,10,881,2,
5,NGP,NAGPUR,1,14:10:00,14:20:00,10,1093,2,
6,ET,ITARSI JN,1,18:40:00,18:43:00,3,1390,2,
7,BPL,BHOPAL JN,1,20:15:00,20:20:00,5,1481,2,
8,JHS,JHANSI JN,1,00:16:00,00:24:00,8,1772,3,
9,GWL,GWALIOR,1,01:37:00,01:40:00,3,1869,3,
10,AGC,AGRA CANTT,1,03:50:00,03:53:00,3,1988,3,
11,NZM,H NIZAMUDDIN,1,06:37:00,06:39:00,2,2175,3,
12,NDLS,NEW DELHI,1,07:00:00,Destination,0,2182,3,


Train,12624,CHENNAI MAIL,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TVC,TRIVANDRUM CNTL,1,Source,14:50:00,0,0,1,
2,VAK,VARKALASIVAGIRI,1,15:23:00,15:25:00,2,41,1,
3,QLN,KOLLAM JN,1,15:48:00,15:53:00,5,65,1,
4,KYJ,KAYANKULAM JN,1,16:28:00,16:30:00,2,106,1,
5,MVLK,MAVELIKARA,1,16:37:00,16:39:00,0,114,1,
6,CNGR,CHENGANNUR,1,16:52:00,16:54:00,2,126,1,
7,TRVL,TIRUVALLA,1,17:02:00,17:04:00,2,135,1,
8,CGY,CHANGANASERI,1,17:13:00,17:15:00,2,143,1,
9,KTYM,KOTTAYAM,1,17:35:00,17:40:00,5,161,1,
10,TRTR,TRIUPUNITTURA,1,18:43:00,18:45:00,2,211,1,
11,ERN,ERNAKULAM TOWN,1,19:25:00,19:30:00,5,223,1,
12,AWY,ALUVA,1,19:50:00,19:52:00,2,240,1,
13,AFK,ANGAMALI,1,20:00:00,20:02:00,2,249,1,
14,TCR,THRISUR,1,20:42:00,20:45:00,3,295,1,
15,PGT,PALAKKAD,1,22:25:00,22:30:00,5,372,1,
16,CBE,COIMBATORE JN,1,23:45:00,23:50:00,5,426,1,
17,ED,ERODE JN,1,01:15:00,01:20:00,5,527,2,
18,SA,SALEM JN,1,02:17:00,02:20:00,3,589,2,
19,KPD,KATPADI JN,1,04:58:00,05:00:00,2,793,2,
20,AVD,AVADI,1,06:33:00,06:35:00,2,901,2,
21,PER,PERAMBUR,1,06:53:00,06:55:00,2,917,2,
22,MAS,CHENNAI CENTRAL,1,07:30:00,Destination,0,922,2,


Train,12625,KERALA EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TVC,TRIVANDRUM CNTL,1,Source,11:15:00,0,0,1,
2,VAK,VARKALASIVAGIRI,1,11:49:00,11:50:00,1,41,1,
3,QLN,KOLLAM JN,1,12:15:00,12:20:00,5,65,1,
4,KYJ,KAYANKULAM JN,1,12:53:00,12:55:00,2,106,1,
5,MVLK,MAVELIKARA,1,13:04:00,13:05:00,1,114,1,
6,CNGR,CHENGANNUR,1,13:19:00,13:20:00,1,126,1,
7,TRVL,TIRUVALLA,1,13:29:00,13:30:00,1,135,1,
8,CGY,CHANGANASERI,1,13:39:00,13:40:00,1,143,1,
9,KTYM,KOTTAYAM,1,14:05:00,14:10:00,5,161,1,
10,VARD,VAIKOM,1,14:31:00,14:32:00,1,186,1,
11,ERS,ERNAKULAM JN,1,15:45:00,15:55:00,10,220,1,
12,AWY,ALUVA,1,16:16:00,16:18:00,2,240,1,
13,TCR,THRISUR,1,17:17:00,17:20:00,3,295,1,
14,OTP,OTTAPPALAM,1,17:59:00,18:00:00,1,340,1,
15,PGT,PALAKKAD,1,18:35:00,18:40:00,5,372,1,
16,CBE,COIMBATORE JN,1,20:00:00,20:05:00,5,426,1,
17,TUP,TIRUPPUR,1,20:48:00,20:50:00,2,476,1,
18,ED,ERODE JN,1,21:50:00,22:00:00,10,527,1,
19,SA,SALEM JN,1,22:55:00,23:00:00,5,589,1,
20,JTJ,JOLARPETTAI,1,00:40:00,00:45:00,5,709,2,
21,KPD,KATPADI JN,1,02:00:00,02:02:00,2,793,2,
22,CTO,CHITTOOR,1,02:39:00,02:40:00,1,826,2,
23,TPTY,TIRUPATI,1,03:55:00,03:57:00,2,897,2,
24,RU,RENIGUNTA JN,1,04:10:00,04:20:00,10,907,2,
25,GDR,GUDUR JN,1,05:55:00,05:57:00,2,990,2,
26,NLR,NELLORE,1,06:22:00,06:23:00,1,1029,2,
27,BZA,VIJAYAWADA JN,1,10:00:00,10:15:00,15,1283,2,
28,WL,WARANGAL,1,13:00:00,13:05:00,5,1492,2,
29,RDM,RAMAGUNDAM,1,14:40:00,14:41:00,1,1592,2,
30,BPQ,BALHARSHAH,1,17:00:00,17:10:00,10,1734,2,
31,SEGM,SEVAGRAM,1,19:05:00,19:06:00,1,1869,2,
32,NGP,NAGPUR,1,20:15:00,20:25:00,10,1945,2,
33,ET,ITARSI JN,1,01:05:00,01:10:00,5,2242,3,
34,BPL,BHOPAL JN,1,02:55:00,03:00:00,5,2334,3,
35,BINA,BINA JN,1,04:50:00,04:55:00,5,2472,3,
36,JHS,JHANSI JN,1,06:55:00,07:03:00,8,2625,3,
37,GWL,GWALIOR,1,08:25:00,08:30:00,5,2722,3,
38,AGC,AGRA CANTT,1,10:20:00,10:25:00,5,2840,3,
39,MTJ,MATHURA JN,1,11:12:00,11:15:00,3,2894,3,
40,FDB,FARIDABAD,1,12:50:00,12:51:00,1,3007,3,
41,NZM,H NIZAMUDDIN,1,13:17:00,13:19:00,2,3027,3,
42,NDLS,NEW DELHI,1,13:40:00,Destination,0,3035,3,


Train,12640,BRINDAVAN EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,15:10:00,0,0,1,
2,BNC,BANGALORE CANT,1,15:20:00,15:22:00,2,5,1,
3,KJM,KRISHNARAJAPURM,1,15:31:00,15:33:00,2,15,1,
4,BWT,BANGARAPET,1,16:13:00,16:15:00,2,71,1,
5,KPN,KUPPAM,1,16:39:00,16:40:00,0,105,1,
6,JTJ,JOLARPETTAI,1,17:23:00,17:25:00,2,149,1,
7,VN,VANIYAMBADI,1,17:39:00,17:40:00,1,164,1,
8,AB,AMBUR,1,17:54:00,17:55:00,1,180,1,
9,KPD,KATPADI JN,1,18:38:00,18:40:00,2,232,1,
10,WJR,WALAJAH ROAD JN,1,18:59:00,19:00:00,1,257,1,
11,AJJ,ARAKKONAM,1,19:33:00,19:35:00,2,293,1,
12,PER,PERAMBUR,1,20:24:00,20:25:00,1,356,1,
13,MAS,CHENNAI CENTRAL,1,21:15:00,Destination,0,362,1,


Train,12643,NIZAMUDDIN EXP,,,,,,,
